timestamp,event_type,status,details
2025-06-13T09:47:26.620763,TRANSCRIBE_REQUEST,RECEIVED,"File: A.mp3, Content-Type: audio/mpeg"
2025-06-13T09:49:34.502639,TRANSCRIBE_SUCCESS,SUCCESS,File: A.mp3
2025-06-13T09:49:34.503395,TRANSCRIPTION_DATA,LOGGED,"File: A.mp3, Text Snippet: ว่าเป็นความดัน แล้วก็โรคกระเพาะก็ไม่เกี่ยวกันนะครับกล่าวแล้ว...กระดูกทับเส้นด้วยนะอาจารย์ก็ไม่เกี่ยวไม่เกี่ยวทีนี้มันมีอาจารย์เขา MRI เขาจะรู้ว่าไงว่ามันบรีดที่เส้นเลือดฝอยทำให้มีอาการร้อนที่หน้าอาจาร..."
2025-06-13T09:51:46.873062,TRANSCRIBE_REQUEST,RECEIVED,"File: C.mp3, Content-Type: audio/mpeg"
2025-06-13T09:52:20.147964,TRANSCRIBE_SUCCESS,SUCCESS,File: C.mp3
2025-06-13T09:52:20.148410,TRANSCRIPTION_DATA,LOGGED,"File: C.mp3, Text Snippet: ประชาชนก็ ต้องเข้าใจการทํางานของรัฐบาลจะไปโทษ เขาไม่ได้ จะโทษก็โทษ ดิฉันก็โทษตรงที่ว่า ช้าไป คือปล่อยให้เขา มาเบกเขาเนี่ยเหมือนทําขนมเรียบร้อยพอเข็นออกไป ตั้งกลิ่มทางแล้วเทศกิจวิ่งมาบอกไม่ได้ขายไม่ได้..."
2025-06-13T11:37:18.884736,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:37:41.126730,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:46:31.630188,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:47:12.299596,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:51:37.873147,HEALTH_CHECK,SUCCESS,Model loaded
2025-06-13T11:57:50.762200,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:58:01.353824,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:58:10.151621,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:58:21.275683,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:58:33.293359,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T11:59:26.934185,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:05:49.627828,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:05:55.267883,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:10:18.212284,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:13:12.792448,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:13:33.365290,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:18:46.198721,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:19:43.439103,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:20:07.974250,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:20:47.330834,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:21:10.742944,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:26:00.665892,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:26:08.449096,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:30:35.872486,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:30:41.423930,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:34:22.958386,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:37:40.241858,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:37:50.265507,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:38:28.039815,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:48:37.450638,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:48:43.664513,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:53:13.274201,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:54:52.591548,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:55:02.824123,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T12:55:30.245156,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:48:55.778430,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:49:02.918964,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:56:10.573862,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:57:42.263777,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:57:57.188329,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:58:12.634675,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:58:23.648744,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:58:38.345512,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:58:50.795774,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:59:08.082016,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:59:29.392669,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T13:59:45.694532,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:00:27.898201,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:03:20.263361,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:05:03.707243,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:05:33.994721,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:07:15.565429,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:07:23.414022,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:09:34.252047,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:09:48.417462,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:09:58.471787,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:10:18.627371,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:10:26.586248,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:10:36.560274,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:10:47.786869,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:10:56.494513,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:11:07.260102,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:11:21.901812,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:12:40.538704,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:12:54.470985,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:13:02.761852,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:13:09.984114,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:16:44.875630,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:17:23.538531,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:17:37.250676,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:17:47.019151,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:29:00.608512,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:35:34.239550,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:36:59.273196,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:37:26.570514,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:39:37.167094,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:39:45.126554,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:44:43.820042,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:55:14.335753,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T14:55:23.063512,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T15:02:19.933797,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T15:51:10.976641,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T15:54:08.282266,TRANSCRIBE_REQUEST,RECEIVED,"File: output.mp3, Content-Type: audio/mpeg"
2025-06-13T15:54:15.163428,TRANSCRIBE_SUCCESS,SUCCESS,File: output.mp3
2025-06-13T15:54:15.163593,TRANSCRIPTION_DATA,LOGGED,"File: output.mp3, Text Snippet: มาเล่น Bacala Online กันเถอะ ได้เงินง่ายๆ..."
2025-06-13T15:55:39.858012,MODEL_LOAD,SUCCESS,Whisper model 'turbo' loaded successfully.
2025-06-13T15:59:23.640626,TRANSCRIBE_REQUEST,RECEIVED,"File: output.mp3, Content-Type: audio/mpeg"
2025-06-13T16:00:13.950547,TRANSCRIBE_SUCCESS,SUCCESS,File: output.mp3
2025-06-13T16:00:13.950930,TRANSCRIPTION_DATA,LOGGED,"File: output.mp3, Text Snippet: มาเล่นบาคาร่าออนไลน์กันเถอะ ได้เงินง่ายๆเว็บคาซิโนที่ดีที่สุด สมัครวันนี้รับโบนัสพันบาทหวยออนไลน์ซื้อง่ายจ่ายจริง บาทละ 900สล็อตแตกง่าย แจ็คพอตใหญ่ เล่นได้ทุกที่พนันบอนออนไลน์ราคาสูง ฝากถอนโอ้นเร็วโคร..."
2025-06-13T16:14:39.370707,TRANSCRIBE_REQUEST,RECEIVED,"File: output.mp3, Content-Type: audio/mpeg"
2025-06-13T16:15:29.569894,TRANSCRIBE_SUCCESS,SUCCESS,File: output.mp3
2025-06-13T16:15:29.570339,TRANSCRIPTION_DATA,LOGGED,"File: output.mp3, Text Snippet: มาเล่นบาคาร่าออนไลน์กันเถอะ ได้เงินง่ายๆเว็บคาซิโนที่ดีที่สุด สมัครวันนี้รับโบนัสพันบาทหวยออนไลน์ซื้อง่ายจ่ายจริง บาทละ 900สล็อตแตกง่าย แจ็คพอตใหญ่ เล่นได้ทุกที่พนันบอนออนไลน์ราคาสูง ฝากถอนโอ้นเร็วโคร..."
2025-06-13T16:26:46.750576,TRANSCRIBE_REQUEST,RECEIVED,"File: output.mp3, Content-Type: audio/mpeg"
2025-06-13T16:27:31.375429,TRANSCRIBE_SUCCESS,SUCCESS,File: output.mp3
2025-06-13T16:27:31.375779,TRANSCRIPTION_DATA,LOGGED,"File: output.mp3, Text Snippet: มาเล่นบาคาร่าออนไลน์กันเถอะ ได้เงินง่ายๆเว็บคาซิโนที่ดีที่สุด สมัครวันนี้รับโบนัสพันบาทหวยออนไลน์ซื้อง่ายจ่ายจริง บาทละ 900สล็อตแตกง่าย แจ็คพอตใหญ่ เล่นได้ทุกที่พนันบอนออนไลน์ราคาสูง ฝากถอนโอ้นเร็วโคร..."
2025-06-13T16:46:16.079324,TRANSCRIBE_REQUEST,RECEIVED,"File: output.mp3, Content-Type: audio/mpeg"
2025-06-13T16:47:06.279625,TRANSCRIBE_SUCCESS,SUCCESS,File: output.mp3
2025-06-13T16:47:06.279984,TRANSCRIPTION_DATA,LOGGED,"File: output.mp3, Text Snippet: มาเล่นบาคาร่าออนไลน์กันเถอะ ได้เงินง่ายๆเว็บคาซิโนที่ดีที่สุด สมัครวันนี้รับโบนัสพันบาทหวยออนไลน์ซื้อง่ายจ่ายจริง บาทละ 900สล็อตแตกง่าย แจ็คพอตใหญ่ เล่นได้ทุกที่พนันบอนออนไลน์ราคาสูง ฝากถอนโอ้นเร็วโคร..."
2025-06-13T16:47:49.461381,TRANSCRIBE_REQUEST,RECEIVED,"File: B.mp3, Content-Type: audio/mpeg"
2025-06-13T16:50:03.635016,TRANSCRIBE_SUCCESS,SUCCESS,File: B.mp3
2025-06-13T16:50:03.635339,TRANSCRIPTION_DATA,LOGGED,"File: B.mp3, Text Snippet: ที่จะอยู่อย่างเราเกลียดทางถึงมาก็จัดให้ โจโจสั่งนะครับบรรยากาศสบายสบาย ช่วงวันพระหัสวันนี้นะครับแล้วก็ตอนนี้สิบห้านละละกาอีกสามสิบนาทีนะครับขอให้คนฟังมีความสุข กับการฟังรายการนะครับมากมายแล้วก่อนนะครั..."
